,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,491011,491011,491011,490459,491011,491011,491011,491011,491011,491011,491011,491011,491011,491011
unique,31,14,14,4344,309,305,53,53,308,304,53,53,19,19
top,2014-10-23,WN,WN,N480HA,ATL,"Chicago, IL",CA,California,ATL,"Chicago, IL",CA,California,0800-0859,1600-1659
freq,16753,99257,99257,380,31618,34108,62370,62370,31613,34160,62358,62358,35007,35241
