,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,477183,477183,477183,476618,477183,477183,477183,477183,477183,477183,477183,477183,477183,477183
unique,31,14,14,4333,312,308,53,53,311,307,53,53,19,19
top,2014-12-01,WN,WN,N486HA,ATL,"Chicago, IL",CA,California,ATL,"Chicago, IL",CA,California,0600-0659,1600-1659
freq,17078,100878,100878,399,29951,30668,59932,59932,30000,30673,59959,59959,34371,33272
