,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,22760,22760,22760,22760,22760,22760,22760,22760,22760,22760,22760,22760,22760,22760
unique,28,1,1,674,12,11,9,9,116,112,46,46,19,19
top,2014-02-28,DL,DL,N933AT,ATL,"Atlanta, GA",GA,Georgia,ATL,"Atlanta, GA",FL,Florida,0800-0859,1600-1659
freq,891,22760,22760,95,15693,15693,15693,15693,2491,2491,4153,4153,1874,1932
