,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,27917,27917,27917,27917,27917,27917,27917,27917,27917,27917,27917,27917,27917,27917
unique,30,1,1,693,12,11,9,9,126,122,48,48,19,19
top,2014-06-27,DL,DL,N924AT,ATL,"Atlanta, GA",GA,Georgia,ATL,"Atlanta, GA",FL,Florida,0800-0859,2000-2059
freq,985,27917,27917,123,19169,19169,19169,19169,3018,3018,4702,4702,2013,2440
