,index,airline_id,fl_num,origin_airport_id,origin_airport_seq_id,origin_city_market_id,origin_state_fips,origin_wac,dest_airport_id,dest_airport_seq_id,dest_city_market_id,dest_state_fips,dest_wac,crs_dep_time,dep_time,dep_delay,dep_delay_new,dep_del15,dep_delay_group,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,arr_delay_new,arr_del15,arr_delay_group,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,distance_group
count,483902.0,483902.0,483902.0,483902.0,483902.0,483902.0,483902.0,483902.0,483902.0,483902.0,483902.0,483902.0,483902.0,483902.0,466159.0,466159.0,466159.0,466159.0,466159.0,465939.0,465939.0,465575.0,465575.0,483902.0,465575.0,464548.0,464548.0,464548.0,464548.0,483902.0,483902.0,483902.0,464548.0,464548.0,483902.0,483902.0,483902.0
mean,242074.53026852544,19829.84117445268,2693.7566325412995,12005.500743952289,1200553.3481076746,31032.08058243198,19.67583518976983,54.676386954383325,12760.198624928187,1276022.4305045237,31984.34941165773,27.132497902467854,55.85748560658976,1391.1483585519381,1408.4206268676567,16.25842255539419,17.761810884269103,0.2955815505010093,0.5088714365699257,16.30998263721217,1432.7586336408842,1534.3668066369544,5.7382462546313695,1561.4989088699779,1535.4832411534123,11.693971344188329,16.873373687971963,0.27427090419074024,0.27525250350878705,0.03734433831643597,0.0026513632925675035,127.05938805791256,123.03248534058913,100.99577869240638,1.0,726.1326549590619,3.398357518671136
std,140007.11740757144,398.90967091297716,1818.6905856477247,1374.8637931557848,137485.3711204851,763.3430748947178,13.59906100328497,24.780483828748753,1585.7688828994924,158576.67270051257,1376.1845293136357,16.15924240787691,23.196612969770616,456.07659124164576,473.487193153849,38.808343065756766,38.04139363915542,0.45630422325624487,2.312278428955653,8.950001514666996,475.1515666749014,516.8468682867566,3.984669379942441,485.50390978913043,522.6498174010164,40.71202199591049,37.832685353946566,0.4461466169089517,2.405912146375922,0.1896043591380706,0.051423137106509066,62.177846093177244,62.368951628738635,60.63757129148431,0.0,512.1419518182839,2.0418913293663197
min,1.0,19393.0,1.0,10397.0,1039705.0,30194.0,4.0,21.0,10135.0,1013503.0,30135.0,1.0,1.0,5.0,1.0,-112.0,0.0,0.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,-112.0,0.0,0.0,-2.0,0.0,0.0,35.0,24.0,9.0,1.0,67.0,1.0
25%,121134.25,19393.0,1134.0,10397.0,1039705.0,30397.0,13.0,34.0,11292.0,1129202.0,30785.0,12.0,36.0,1010.0,1016.0,-3.0,0.0,0.0,-1.0,11.0,1034.0,1152.0,4.0,1207.0,1154.0,-9.0,0.0,0.0,-1.0,0.0,0.0,80.0,77.0,57.0,1.0,357.0,2.0
50%,240575.5,19790.0,2238.0,12266.0,1226603.0,30977.0,13.0,41.0,12892.0,1289203.0,31650.0,27.0,53.0,1356.0,1409.0,2.0,2.0,0.0,0.0,14.0,1425.0,1554.0,5.0,1605.0,1557.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,107.0,85.0,1.0,591.0,3.0
75%,361130.75,20366.0,4383.0,12953.0,1295302.0,31703.0,32.0,82.0,14107.0,1410702.0,33158.0,41.0,74.0,1755.0,1815.0,19.0,19.0,1.0,1.0,19.0,1830.0,1946.0,7.0,1950.0,1948.0,17.0,17.0,1.0,1.0,0.0,0.0,152.0,149.0,125.0,1.0,895.0,4.0
max,503331.0,20366.0,6189.0,14771.0,1477101.0,32575.0,48.0,91.0,15919.0,1591902.0,35550.0,78.0,93.0,2359.0,2400.0,1170.0,1170.0,1.0,12.0,173.0,2400.0,2400.0,241.0,2359.0,2400.0,1172.0,1172.0,1.0,12.0,1.0,1.0,613.0,651.0,620.0,1.0,4502.0,11.0
