,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,27943,27943,27943,27943,27943,27943,27943,27943,27943,27943,27943,27943,27943,27943
unique,30,1,1,665,12,11,9,9,126,122,44,44,19,19
top,2014-11-30,DL,DL,N921AT,ATL,"Atlanta, GA",GA,Georgia,ATL,"Atlanta, GA",FL,Florida,1200-1259,1600-1659
freq,1091,27943,27943,95,19256,19256,19256,19256,2870,2870,4578,4578,2152,2241
