,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,190074,190074,190074,189760,190074,190074,190074,190074,190074,190074,190074,190074,190074,190074
unique,31,14,14,4221,12,11,9,9,265,261,51,51,19,19
top,2014-12-01,WN,WN,N909EV,ATL,"Chicago, IL",TX,Texas,LAX,"Chicago, IL",CA,California,1000-1059,1600-1659
freq,6808,31255,31255,127,29951,30668,37188,37188,5845,6610,26237,26237,13850,14300
