,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,25418,25418,25418,25418,25418,25418,25418,25418,25418,25418,25418,25418,25418,25418
unique,31,1,1,409,9,8,7,7,159,157,41,41,18,19
top,2014-05-09,EV,EV,N901EV,IAH,"Houston, TX",TX,Texas,CLE,"Cleveland, OH",TX,Texas,1000-1059,1000-1059
freq,894,25418,25418,119,7406,7406,8830,8830,621,621,3265,3265,2338,2181
