,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,29628,29628,29628,29604,29628,29628,29628,29628,29628,29628,29628,29628,29628,29628
unique,31,1,1,579,9,9,8,8,80,79,41,41,18,19
top,2014-03-31,WN,WN,N8604K,MDW,"Chicago, IL",IL,Illinois,LAS,"Las Vegas, NV",CA,California,0800-0859,1600-1659
freq,1010,29628,29628,80,6637,6637,6637,6637,1443,1443,7409,7409,2517,2504
