,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,29158,29158,29158,29158,29158,29158,29158,29158,29158,29158,29158,29158,29158,29158
unique,31,1,1,699,12,11,9,9,130,126,48,48,19,19
top,2014-08-07,DL,DL,N977AT,ATL,"Atlanta, GA",GA,Georgia,ATL,"Atlanta, GA",FL,Florida,1900-1959,2000-2059
freq,1007,29158,29158,112,20016,20016,20016,20016,3149,3149,4666,4666,2335,2531
