,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,27287,27287,27287,27041,27287,27287,27287,27287,27287,27287,27287,27287,27287,27287
unique,31,1,1,576,9,9,8,8,79,79,41,41,16,19
top,2014-01-02,WN,WN,N8622A,LAS,"Las Vegas, NV",NV,Nevada,LAS,"Las Vegas, NV",CA,California,1800-1859,2100-2159
freq,961,27287,27287,75,5869,5869,5869,5869,1377,1377,7203,7203,2051,2218
