,index,airline_id,fl_num,origin_airport_id,origin_airport_seq_id,origin_city_market_id,origin_state_fips,origin_wac,dest_airport_id,dest_airport_seq_id,dest_city_market_id,dest_state_fips,dest_wac,crs_dep_time,dep_time,dep_delay,dep_delay_new,dep_del15,dep_delay_group,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,arr_delay_new,arr_del15,arr_delay_group,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,distance_group
count,78313.0,78313.0,78313.0,78313.0,78313.0,78313.0,78313.0,78313.0,78313.0,78313.0,78313.0,78313.0,78313.0,78313.0,71396.0,71396.0,71396.0,71396.0,71396.0,71345.0,71345.0,71214.0,71214.0,78313.0,71214.0,71078.0,71078.0,71078.0,71078.0,78313.0,78313.0,78313.0,71078.0,71078.0,78313.0,78313.0,78313.0
mean,237085.67147216937,19843.602607485347,2723.2192739391926,11981.939767343863,1198197.2631491579,31029.386679095423,19.772017417287042,54.767331094454306,12761.60135609669,1276162.685352368,31983.906171389168,27.061484044794607,56.200541417133806,1390.4358791005325,1412.5560955795843,23.059961342372123,24.3915065269763,0.35654658524287075,0.9243935234466917,16.4298689466676,1436.4183754993342,1552.7044963069059,6.0466621731681975,1582.3203938043491,1556.2842278203725,18.601578547511185,23.52031570950224,0.33209994653760655,0.6852612622752469,0.08943598125470867,0.0029497018374982443,126.31149362174862,122.84943301724866,100.39989870283351,1.0,711.3410672557558,3.3373258590527755
std,135707.2943889495,403.23418435653326,1827.48852010776,1369.714475107541,136970.44123308797,764.8646409311281,13.707211583292016,24.822429837444083,1580.8944222090506,158089.22813551247,1374.9980166153507,16.169492396138835,23.17446100291347,444.53447611281,464.75685702172314,49.052649516780846,48.330101157674164,0.47898260010212007,2.7676810681233386,10.112964599984805,466.356482130307,496.57605630456453,5.223170183883753,453.7452486688332,501.31624018452914,51.62343483533068,48.79430988008396,0.4709699488730256,2.9016209301646083,0.2853738362543044,0.05423134381044013,61.90094677773619,63.197156495445036,60.89175113158771,0.0,504.2708066414827,2.011097336899736
min,2.0,19393.0,1.0,10397.0,1039705.0,30194.0,4.0,21.0,10135.0,1013503.0,30135.0,1.0,2.0,25.0,1.0,-112.0,0.0,0.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,-112.0,0.0,0.0,-2.0,0.0,0.0,36.0,27.0,12.0,1.0,73.0,1.0
25%,119046.0,19393.0,1149.0,10397.0,1039705.0,30397.0,13.0,34.0,11292.0,1129202.0,30781.0,12.0,36.0,1018.0,1031.0,-2.0,0.0,0.0,-1.0,11.0,1046.0,1213.0,4.0,1225.0,1216.0,-9.0,0.0,0.0,-1.0,0.0,0.0,80.0,76.0,56.0,1.0,349.0,2.0
50%,238576.0,19790.0,2299.0,12266.0,1226603.0,30466.0,13.0,41.0,12892.0,1289203.0,31703.0,27.0,54.0,1358.0,1414.0,4.0,4.0,0.0,0.0,14.0,1428.0,1602.0,5.0,1610.0,1606.0,2.0,2.0,0.0,0.0,0.0,0.0,111.0,107.0,85.0,1.0,583.0,3.0
75%,353265.0,20366.0,4387.0,12953.0,1295302.0,31703.0,32.0,82.0,14107.0,1410702.0,33158.0,41.0,74.0,1746.0,1809.0,27.0,27.0,1.0,1.0,19.0,1824.0,1948.0,7.0,1953.0,1952.0,25.0,25.0,1.0,1.0,0.0,0.0,153.0,149.0,125.0,1.0,874.0,4.0
max,469386.0,20366.0,6189.0,14771.0,1477101.0,32575.0,48.0,91.0,15919.0,1591902.0,35550.0,78.0,93.0,2359.0,2400.0,1170.0,1170.0,1.0,12.0,173.0,2400.0,2400.0,241.0,2359.0,2400.0,1172.0,1172.0,1.0,12.0,1.0,1.0,599.0,635.0,606.0,1.0,4502.0,11.0
