,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,507491,507491,507491,506750,507491,507491,507491,507491,507491,507491,507491,507491,507491,507491
unique,31,14,14,4364,316,312,53,53,316,312,53,53,19,19
top,2014-08-08,WN,WN,N491HA,ATL,"Chicago, IL",CA,California,ATL,"Chicago, IL",CA,California,0800-0859,1600-1659
freq,17586,99384,99384,374,31569,33490,64725,64725,31608,33551,64749,64749,36203,35264
