,index,airline_id,fl_num,origin_airport_id,origin_airport_seq_id,origin_city_market_id,origin_state_fips,origin_wac,dest_airport_id,dest_airport_seq_id,dest_city_market_id,dest_state_fips,dest_wac,crs_dep_time,dep_time,dep_delay,dep_delay_new,dep_del15,dep_delay_group,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,arr_delay_new,arr_del15,arr_delay_group,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,distance_group
count,158896.0,158896.0,158896.0,158896.0,158896.0,158896.0,158896.0,158896.0,158896.0,158896.0,158896.0,158896.0,158896.0,158896.0,155949.0,155949.0,155949.0,155949.0,155949.0,155931.0,155931.0,155875.0,155875.0,158896.0,155875.0,155596.0,155596.0,155596.0,155596.0,158896.0,158896.0,158896.0,155596.0,155596.0,158896.0,158896.0,158896.0
mean,242166.39073356157,19790.0,1546.3775991843722,11194.383854848455,1119442.566798409,30796.09799491491,15.778861645352935,43.33389764374182,12612.043399456248,1261207.054645806,31943.699973567618,26.188173396435403,45.43405749672742,1405.2481560265835,1414.0408146252942,10.249722665743288,11.932869078993773,0.19546774907181194,0.0725621837908547,19.056640437116418,1440.9364334224754,1550.4758620689656,6.360718524458701,1568.3575672137752,1551.9570296712109,5.8219941386668035,11.875041774852823,0.19428520013367953,-0.1231972544281344,0.018867687040580002,0.0019006142382438829,145.9894081663478,141.8499511555567,116.44506285508625,1.0,864.7589681300976,3.937745443560568
std,139374.16288812424,0.0,646.8834274905375,1289.5066547061701,128949.50433208402,743.0123094483405,9.533008479590862,21.478372435114032,1567.2332450126403,156722.9007777344,1375.1362755345233,15.259130255039043,21.176869031082155,470.1928312596559,483.5164076397686,36.31230305872067,35.682225492379175,0.3965616176060137,1.9270177287335513,8.833639112120983,487.4905859112253,493.74243375171477,4.2524317022399165,474.294107725164,500.4585686528085,38.11033929515955,35.396763436338794,0.3956506883687742,2.035214001100664,0.13605812702241737,0.043554722390082005,73.75935346752041,73.65353636584732,72.06201610392455,0.0,613.9085170451325,2.3949060370674324
min,2322.0,19790.0,6.0,10397.0,1039705.0,30194.0,4.0,21.0,10135.0,1013503.0,30135.0,1.0,1.0,5.0,1.0,-112.0,0.0,0.0,-2.0,3.0,1.0,1.0,1.0,1.0,1.0,-112.0,0.0,0.0,-2.0,0.0,0.0,43.0,33.0,13.0,1.0,106.0,1.0
25%,122215.75,19790.0,1111.0,10397.0,1039705.0,30397.0,13.0,34.0,11267.0,1126702.0,30852.0,12.0,33.0,1015.0,1018.0,-3.0,0.0,0.0,-1.0,14.0,1037.0,1159.0,4.0,1210.0,1202.0,-11.0,0.0,0.0,-1.0,0.0,0.0,91.0,88.0,65.0,1.0,432.0,2.0
50%,244357.0,19790.0,1606.0,10397.0,1039705.0,30397.0,13.0,34.0,12478.0,1247802.0,31650.0,26.0,37.0,1400.0,1413.0,0.0,0.0,0.0,0.0,17.0,1430.0,1605.0,5.0,1611.0,1607.0,-3.0,0.0,0.0,-1.0,0.0,0.0,122.0,118.0,92.0,1.0,669.0,3.0
75%,362052.25,19790.0,2069.0,12889.0,1288903.0,30977.0,13.0,34.0,13931.0,1393102.0,33105.0,37.0,63.0,1800.0,1820.0,9.0,9.0,0.0,0.0,22.0,1837.0,1952.0,7.0,1957.0,1955.0,9.0,9.0,0.0,0.0,0.0,0.0,185.0,179.0,150.0,1.0,1076.0,5.0
max,496919.0,19790.0,2659.0,14771.0,1477101.0,32575.0,48.0,91.0,15919.0,1591902.0,35412.0,78.0,93.0,2359.0,2400.0,1170.0,1170.0,1.0,12.0,169.0,2400.0,2400.0,175.0,2359.0,2400.0,1172.0,1172.0,1.0,12.0,1.0,1.0,613.0,651.0,620.0,1.0,4502.0,11.0
