,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,84792,84792,84792,84777,84792,84792,84792,84792,84792,84792,84792,84792,84792,84792
unique,31,3,3,1699,12,11,9,9,191,187,48,48,19,19
top,2014-10-13,WN,WN,N905EV,ATL,"Atlanta, GA",GA,Georgia,ATL,"Atlanta, GA",CA,California,1000-1059,1600-1659
freq,2912,31810,31810,111,28095,28095,28095,28095,3953,3953,8700,8700,6425,7088
