,index,airline_id,fl_num,origin_airport_id,origin_airport_seq_id,origin_city_market_id,origin_state_fips,origin_wac,dest_airport_id,dest_airport_seq_id,dest_city_market_id,dest_state_fips,dest_wac,crs_dep_time,dep_time,dep_delay,dep_delay_new,dep_del15,dep_delay_group,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,arr_delay_new,arr_del15,arr_delay_group,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,distance_group
count,477183.0,477183.0,477183.0,477183.0,477183.0,477183.0,477183.0,477183.0,477183.0,477183.0,477183.0,477183.0,477183.0,477183.0,470713.0,470713.0,470713.0,470713.0,470713.0,470565.0,470565.0,470175.0,470175.0,477183.0,470175.0,469400.0,469400.0,469400.0,469400.0,477183.0,477183.0,477183.0,469400.0,469400.0,477183.0,477183.0,477183.0
mean,238591.0,19978.96185740062,2269.7099540427885,12674.677729508385,1267470.4263856844,31716.373556895363,26.203546647722153,55.897276306993334,12675.0294541088,1267505.5992019833,31716.719279605517,26.19799741399002,55.89957731101066,1322.048210015864,1332.786857384436,11.368043797388218,13.7252550917438,0.2248185199898877,0.18066210196021779,16.01365592426126,1355.384214720602,1481.2748529802734,7.353476896900091,1501.5478254673783,1487.1647046312544,7.4298295696634,14.02759693225394,0.23468896463570516,0.006501917341286749,0.014114082018848114,0.0021962224136232848,140.36447023468983,136.92605879846613,113.56918619514273,1.0,811.1191785960523,3.7161214879825977
std,137751.01108884512,397.96987185946347,1832.9068097359839,1522.0245350632883,152202.15137368056,1292.7278099992618,16.875867307244032,26.55188260945576,1522.0908526430958,152208.78269965548,1292.7757756121507,16.87622204013668,26.55226646591468,470.7356207205514,484.2460369523813,37.275386164536854,36.26055751704809,0.41746319993162473,2.092148447927165,8.374105145946531,485.11681620007033,506.85721659886167,5.473602504464811,486.8404005299961,510.5665684500223,39.60001540993496,36.133953200095696,0.42380471582336987,2.2200672330015423,0.11796145077143433,0.04681243011346971,75.38012643338912,74.2639477428172,72.41497479704496,0.0,602.4358525804623,2.3685448425506817
min,0.0,19393.0,1.0,10135.0,1013503.0,30070.0,1.0,1.0,10135.0,1013503.0,30070.0,1.0,1.0,1.0,1.0,-46.0,0.0,0.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,-84.0,0.0,0.0,-2.0,0.0,0.0,18.0,15.0,8.0,1.0,31.0,1.0
25%,119295.5,19790.0,744.0,11292.0,1129202.0,30615.0,12.0,34.0,11292.0,1129202.0,30615.0,12.0,34.0,925.0,928.0,-4.0,0.0,0.0,-1.0,11.0,942.0,1107.0,4.0,1120.0,1111.0,-11.0,0.0,0.0,-1.0,0.0,0.0,85.0,83.0,61.0,1.0,370.0,2.0
50%,238591.0,19977.0,1722.0,12889.0,1288903.0,31453.0,25.0,53.0,12889.0,1288903.0,31453.0,25.0,53.0,1317.0,1328.0,-1.0,0.0,0.0,-1.0,14.0,1341.0,1513.0,6.0,1520.0,1517.0,-2.0,0.0,0.0,-1.0,0.0,0.0,121.0,118.0,95.0,1.0,645.0,3.0
75%,357886.5,20366.0,3482.0,13931.0,1393102.0,32467.0,42.0,82.0,13931.0,1393102.0,32467.0,42.0,82.0,1720.0,1732.0,12.0,12.0,0.0,0.0,19.0,1746.0,1909.0,9.0,1913.0,1915.0,13.0,13.0,0.0,0.0,0.0,0.0,172.0,168.0,144.0,1.0,1047.0,5.0
max,477182.0,21171.0,9320.0,16218.0,1621801.0,35991.0,78.0,93.0,16218.0,1621801.0,35991.0,78.0,93.0,2359.0,2400.0,1937.0,1937.0,1.0,12.0,173.0,2400.0,2400.0,143.0,2359.0,2400.0,1940.0,1940.0,1.0,12.0,1.0,1.0,718.0,725.0,691.0,1.0,4983.0,11.0
