,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,81182,81182,81182,81175,81182,81182,81182,81182,81182,81182,81182,81182,81182,81182
unique,30,3,3,1705,12,11,9,9,198,194,50,50,19,19
top,2014-09-18,WN,WN,N908EV,ATL,"Atlanta, GA",GA,Georgia,ATL,"Atlanta, GA",CA,California,0800-0859,1600-1659
freq,2903,30303,30303,114,26691,26691,26691,26691,3816,3816,8393,8393,6173,6652
