,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,84206,84206,84206,84180,84206,84206,84206,84206,84206,84206,84206,84206,84206,84206
unique,31,3,3,1679,12,11,9,9,196,192,50,50,19,19
top,2014-03-28,WN,WN,N29515,ATL,"Atlanta, GA",GA,Georgia,ATL,"Atlanta, GA",CA,California,0800-0859,1600-1659
freq,2865,29628,29628,130,27688,27688,27688,27688,3780,3780,8285,8285,6782,6940
