,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,520880,520880,520880,519675,520880,520880,520880,520880,520880,520880,520880,520880,520880,520880
unique,31,14,14,4386,315,311,53,53,315,311,53,53,19,19
top,2014-07-18,WN,WN,N478HA,ATL,"Chicago, IL",CA,California,ATL,"Chicago, IL",CA,California,0600-0659,1600-1659
freq,17568,105427,105427,371,31808,34041,66732,66732,31798,34089,66740,66740,38269,34910
