,index,airline_id,fl_num,origin_airport_id,origin_airport_seq_id,origin_city_market_id,origin_state_fips,origin_wac,dest_airport_id,dest_airport_seq_id,dest_city_market_id,dest_state_fips,dest_wac,crs_dep_time,dep_time,dep_delay,dep_delay_new,dep_del15,dep_delay_group,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,arr_delay_new,arr_del15,arr_delay_group,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,distance_group
count,2928108.0,2928108.0,2928108.0,2928108.0,2928108.0,2928108.0,2928108.0,2928108.0,2928108.0,2928108.0,2928108.0,2928108.0,2928108.0,2928108.0,2892497.0,2892497.0,2892497.0,2892497.0,2892497.0,2891181.0,2891181.0,2889883.0,2889883.0,2928108.0,2889883.0,2884304.0,2884304.0,2884304.0,2884304.0,2928108.0,2928108.0,2928105.0,2884304.0,2884304.0,2928108.0,2928108.0,2928108.0
mean,244452.97082962785,19986.260204541635,2300.9999566272827,12674.021580146635,1267404.8130629063,31712.816896439614,26.294378144521993,56.26049380692242,12674.287971277015,1267431.4523238214,31712.848546911522,26.29248033200961,56.26214606838273,1323.2601266756553,1330.6467833847364,9.430814275693285,12.103721110168827,0.19345396036711535,0.050124166075193856,15.7403576600704,1353.644425582487,1477.485366362583,7.206549884545499,1497.1143072591585,1483.9297123793592,6.125728078593657,12.61810093526896,0.20495065707359558,-0.08452091041720984,0.012758067666902996,0.0022017630497235758,137.1153753024567,134.18258928323783,111.24573137921662,1.0,802.4350543081061,3.683334426189198
std,141652.88025145765,395.0050878994864,1846.5646476509844,1524.5967351721936,152459.37563756216,1295.6321832575663,16.803825434260354,26.553194423355386,1524.6096314260815,152460.66517167081,1295.6376161708429,16.803744567546,26.551467161523952,469.84851314912885,483.16538726351473,35.213377480874364,34.12541292960588,0.3950057968335836,2.0208850020093796,8.54625835363203,484.40846727841557,505.53908099701846,5.201646767523884,487.6515060546366,508.81984005268214,37.446832868702856,34.25712636475885,0.4036656310938719,2.147164229021186,0.11222880057316678,0.04687127093890243,74.59698064352798,73.99980728286307,72.0226531965287,0.0,607.2068456526086,2.3924520150163264
min,0.0,19393.0,1.0,10135.0,1013503.0,30070.0,1.0,1.0,10135.0,1013503.0,30070.0,1.0,1.0,1.0,1.0,-251.0,0.0,0.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,-91.0,0.0,0.0,-2.0,0.0,0.0,15.0,14.0,7.0,1.0,31.0,1.0
25%,122004.0,19790.0,738.0,11292.0,1129202.0,30615.0,12.0,34.0,11292.0,1129202.0,30615.0,12.0,34.0,924.0,925.0,-5.0,0.0,0.0,-1.0,11.0,939.0,1103.0,4.0,1116.0,1108.0,-11.0,0.0,0.0,-1.0,0.0,0.0,84.0,80.0,59.0,1.0,363.0,2.0
50%,244008.5,19977.0,1750.0,12889.0,1288903.0,31453.0,25.0,54.0,12889.0,1288903.0,31453.0,25.0,54.0,1315.0,1324.0,-1.0,0.0,0.0,-1.0,14.0,1338.0,1509.0,6.0,1519.0,1514.0,-3.0,0.0,0.0,-1.0,0.0,0.0,117.0,115.0,91.0,1.0,628.0,3.0
75%,366013.0,20366.0,3627.0,13930.0,1393003.0,32467.0,42.0,82.0,13930.0,1393003.0,32467.0,42.0,82.0,1720.0,1731.0,8.0,8.0,0.0,0.0,18.0,1746.0,1907.0,8.0,1910.0,1913.0,10.0,10.0,0.0,0.0,0.0,0.0,167.0,164.0,141.0,1.0,1026.0,5.0
max,520879.0,21171.0,9790.0,16218.0,1621801.0,35991.0,78.0,93.0,16218.0,1621801.0,35991.0,78.0,93.0,2359.0,2400.0,2402.0,2402.0,1.0,12.0,173.0,2400.0,2400.0,179.0,2359.0,2400.0,2444.0,2444.0,1.0,12.0,1.0,1.0,718.0,725.0,691.0,1.0,4983.0,11.0
