,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,30272,30272,30272,30263,30272,30272,30272,30272,30272,30272,30272,30272,30272,30272
unique,31,1,1,585,9,9,8,8,80,79,41,41,18,19
top,2014-05-27,WN,WN,N8329B,MDW,"Chicago, IL",IL,Illinois,MDW,"Chicago, IL",CA,California,0800-0859,1600-1659
freq,1045,30272,30272,82,6955,6955,6955,6955,1436,1436,7522,7522,2539,2210
