,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,32179,32179,32179,32163,32179,32179,32179,32179,32179,32179,32179,32179,32179,32179
unique,31,1,1,600,9,9,8,8,79,78,41,41,18,19
top,2014-07-29,WN,WN,N8611F,MDW,"Chicago, IL",IL,Illinois,MDW,"Chicago, IL",CA,California,0800-0859,2300-2359
freq,1077,32179,32179,85,7411,7411,7411,7411,1570,1570,8015,8015,2545,2545
