,index,airline_id,fl_num,origin_airport_id,origin_airport_seq_id,origin_city_market_id,origin_state_fips,origin_wac,dest_airport_id,dest_airport_seq_id,dest_city_market_id,dest_state_fips,dest_wac,crs_dep_time,dep_time,dep_delay,dep_delay_new,dep_del15,dep_delay_group,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,arr_delay_new,arr_del15,arr_delay_group,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,distance_group
count,185799.0,185799.0,185799.0,185799.0,185799.0,185799.0,185799.0,185799.0,185799.0,185799.0,185799.0,185799.0,185799.0,185799.0,183836.0,183836.0,183836.0,183836.0,183836.0,183823.0,183823.0,183796.0,183796.0,185799.0,183796.0,183518.0,183518.0,183518.0,183518.0,185799.0,185799.0,185799.0,183518.0,183518.0,185799.0,185799.0,185799.0
mean,245234.4229839773,19393.0,1956.0685902507548,12792.924342972783,1279294.9039176744,31276.44548678949,15.520724008202412,68.72455180060173,13073.605186249657,1307363.0376858863,31955.06072153241,24.225259554680058,67.48593910623846,1364.0783857824854,1385.0121140581823,15.35494680040906,16.502545747296505,0.298135294501621,0.49088317848517155,13.213259494187342,1406.3282396653303,1531.5281453350453,5.747644127184487,1565.584987002083,1529.7054397266534,10.160937891650955,15.183442496103924,0.26979914776752145,0.19862356826033414,0.010651295216874149,0.0016254124080323361,134.42561585369137,129.44043091140924,110.48566353164267,1.0,816.7801548985732,3.7826306923072783
std,142149.3528534593,0.0,1545.3542266482013,1114.707222929109,111470.24028181928,862.272217032936,10.799755613996325,23.079127052643944,1550.224288246094,155022.29754196294,1287.848587280729,16.905631320901534,24.061784814422523,453.22266799149514,472.3018582967541,32.82772363769965,32.18673179326681,0.4574404648990678,2.103606985103403,7.1150647356163255,472.0484140505305,547.8569506508737,3.715567533407461,512.4060161540081,555.108065877347,34.89443122399603,31.842808744389323,0.4438565546916721,2.209750453026185,0.10265428312442136,0.04028373339944233,61.299087527917266,60.44915843246234,58.83148077313523,0.0,503.3265749981978,2.0270457693731236
min,201.0,19393.0,1.0,10397.0,1039705.0,30325.0,4.0,21.0,10140.0,1014003.0,30140.0,1.0,3.0,515.0,1.0,-20.0,0.0,0.0,-2.0,1.0,1.0,1.0,1.0,5.0,1.0,-75.0,0.0,0.0,-2.0,0.0,0.0,50.0,42.0,29.0,1.0,197.0,1.0
25%,126610.5,19393.0,579.0,12889.0,1288903.0,30466.0,6.0,41.0,11540.0,1154003.0,30721.0,6.0,43.0,1000.0,1005.0,-2.0,0.0,0.0,-1.0,9.0,1018.0,1154.0,4.0,1215.0,1155.0,-9.0,0.0,0.0,-1.0,0.0,0.0,85.0,79.0,62.0,1.0,386.0,2.0
50%,245792.0,19393.0,1532.0,12892.0,1289203.0,30977.0,13.0,82.0,13232.0,1323202.0,31986.0,24.0,74.0,1340.0,1355.0,3.0,3.0,0.0,0.0,11.0,1408.0,1558.0,5.0,1610.0,1559.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,115.0,96.0,1.0,692.0,3.0
75%,369724.5,19393.0,3315.0,13232.0,1323202.0,32211.0,17.0,85.0,14679.0,1467903.0,33044.0,39.0,91.0,1740.0,1803.0,19.0,19.0,1.0,1.0,15.0,1816.0,1953.0,6.0,2000.0,1955.0,17.0,17.0,1.0,1.0,0.0,0.0,165.0,162.0,141.0,1.0,1069.0,5.0
max,516647.0,19393.0,4999.0,14771.0,1477101.0,32575.0,36.0,91.0,15376.0,1537602.0,34819.0,72.0,93.0,2330.0,2400.0,543.0,543.0,1.0,12.0,143.0,2400.0,2400.0,121.0,2355.0,2400.0,538.0,538.0,1.0,12.0,1.0,1.0,345.0,394.0,376.0,1.0,2356.0,10.0
