,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,31255,31255,31255,31246,31255,31255,31255,31255,31255,31255,31255,31255,31255,31255
unique,31,1,1,632,9,9,8,8,80,79,40,40,19,19
top,2014-12-30,WN,WN,N399WN,MDW,"Chicago, IL",IL,Illinois,LAS,"Las Vegas, NV",CA,California,1000-1059,1700-1759
freq,1110,31255,31255,91,6691,6691,6691,6691,1414,1414,7573,7573,2323,2318
