,fl_date,unique_carrier,carrier,tail_num,origin,origin_city_name,origin_state_abr,origin_state_nm,dest,dest_city_name,dest_state_abr,dest_state_nm,dep_time_blk,arr_time_blk
count,84761,84761,84761,84751,84761,84761,84761,84761,84761,84761,84761,84761,84761,84761
unique,30,3,3,1692,12,11,9,9,198,194,51,51,19,19
top,2014-06-20,WN,WN,N924AT,ATL,"Atlanta, GA",GA,Georgia,ATL,"Atlanta, GA",CA,California,0800-0859,1600-1659
freq,2962,31011,31011,123,26794,26794,26794,26794,3924,3924,8601,8601,6749,6663
